itemid,username,userid,ctime,rating,comment,fakeornot,confidence level
11324577178,z*****a,173610383,1674205051,5,Performance:Good Quality:Good Suitability:Good  Delivery is fast product match as advertised will buy again if needed for any other job. Thank you seller and shopee team,0,0
11324577178,slyw202003,234994873,1704447326,4,Performance:not tested Quality:looks and feels good  Study item but have not tested yet so at the moment satisfied with the purchase.   Delivery is super fast so other items can consider buyint from this seller if it can give the fame delivery service.,0,0
11324577178,c*****0,279113157,1694608890,5,Quality:very good quality  Very good quality and very fast delivery. Very reasonable price. If you are looking for a hassle free number chain lock for your bicycle etc  this is a good buy.,0,0
11324577178,thomasgohjk,184626557,1694614625,5,Item came within 4 days of ordering. It is robust. Easy to operate.  Easy to change code. Lock holder is good to secure the lock.,0,0
11324577178,gabriel_caleb,200535804,1695822677,5,Quality:ok Suitability:bike lock Performance:can change number  Very fast delivery  in good condition   can change numbers  thick and strong cable  stretch to get greater than 1 m long,0,0
11324577178,j*****s,113005418,1695877843,1,Performance:Can't lock Quality:Can't lock Suitability:Cant lock  Successfully changed the code  but can't lock back.. See video.. And changed back to the default 00000  can't lock too.. Should click and lock once we push in the key but it doesn't.. Just keeps springing back out..,0,0
11324577178,j*****7,156719471,1686650352,5,Suitability:good Quality:good  Satisfied with the delivery service as I received the item within 2 days. Good quality for the price. Sturdy and durable. Easy to set up too.,0,0
11324577178,ec7obd0tnl,286976527,1702999010,5,Quality:Solid and Durable. Performance:Excellent. Suitability:Excellent.  The packing is very profesional that secure the item with bubble wrap and double pack. The item is correct that i order. Hope it last long. Highly recommanded to buy from this seller. Thank you very much seller for your Sincere and Good job.,0,0
11324577178,vickoh33,529659043,1693656210,5,Performance:normal Quality:normal Suitability:yes  Delivery within expectation  parcel plastic wrapped. A normal bike chain that hopeful can provide the security. Will perform if no theft  otherwise the wire can be easily cut. Nothing to shout about.,0,0
11324577178,7ddtvxtlv2,363554749,1695962883,5,Suitability:Yes Performance:Good Quality:Good  Ordered 26 Sep and delivered 28 Sep. Well packed . I like it and it is value for money.,0,0
11324577178,9udiocity,9608849,1664276664,5,Performance:good Quality:solid Suitability:good  Delivery is fast. Lock qualitynis really decent and easy to use,0,0
11324577178,exhj1sf5ma,533784078,1695124586,5,Performance:gd Quality:gd Suitability:gd  Needed a quality lock to lock my gate. This is surprisingly good. Thanks seller!,0,0
11324577178,chongboonchai6676,163647301,1694171676,5,Received in good condition  quality look good  recommended to buy for normal use,0,0
11324577178,r*****h,81819281,1700322762,5,Suitability:good Performance:good Quality:good  Item work as expected  good packging and shipment of product.,0,0
11324577178,f*****x,569185513,1703624476,5,Suitability:suits well Quality:qualified quality Performance:it locks and unlocks  It works. Package received in good condition. Thank you,0,0
11324577178,2jpops,15900081,1694151795,5,Quality:good for the price. Suitability:very suitable for bicycles Performance:feels sturdy and strong,0,0
11324577178,ghsdivin3,822974,1698815811,5,Quality:looks solid Suitability:looks smaller then I thought Performance:yet to test  Fast delivery  hope it last,0,0
11324577178,sophiepoon12,252670623,1702353658,5,Performance:good Quality:very smooth Suitability:good  Very smooth keypad. Perfect for kids or adult cycle. Easy to set lock pad. Definitely recommend it.,0,0
11324577178,bapnoblesse,806601177,1664286009,5,Performance:Nice and high security feeling Quality:Good Suitability:Just nice  Delivery ok  quality ok~,0,0
11324577178,adriant68,111598527,1704370234,5,Suitability:very Performance:v good Quality:good  Fast Delivery very sturdy lock  quality better than previous bike lock and cheaper price.,0,0
11324577178,modifiedmind,212019583,1704268514,4,Suitability:good Quality:good Performance:ok  Quality looks solid and sturdy. Hope it lasts,0,0
11324577178,tzehorngyeoh,292742713,1694650982,5,Performance:Good quality  able to reset and unlock well Quality:a bit rough to turn but able to lock and unlock its fine  Fast delivery. Thx seller,0,0
11324577178,d*****6,252121585,1699879794,5,Suitability:ok Performance:ok Quality:ok  Delivery was very fast..item looks good but have to be tested..,0,0
11324577178,c*****r,148672572,1704442835,5,Quality:good Suitability:good Performance:good  Good and strong quality material and came quickly as well,0,0
11324577178,j*****g,17723033,1701405827,5,Performance:performs well Quality:good quality cable Suitability:suitable for locking bicycle  Thick and sturdy,0,0
11324577178,zulnsup,46094283,1692270776,4,Quality:Good Performance:Good Suitability:Good  Received item in good order. It serviceable. Number lock very convenient. Love the colours.,0,0
11324577178,benzibam,104123824,1700546683,5,The product seems fine  and quality is not bad. Feels good  looks solid. Delivery period was ok. Fits well with the surrounding.,0,0
11324577178,ailanpoh,213806999,1701672099,5,Suitability:awesome. Performance:Good Quality:sustainable  Second purchase. Quick delivery. Able to chain many bikes together. Would recommend to others.,0,0
11324577178,b*****m,102972004,1697705713,5,Performance:Good Quality:Good Suitability:Good  Able to receive items fast and quality are good. Will purchase again if require.,0,0
11324577178,elainelin4,243870087,1698240252,5,Quality:good Suitability:good Performance:good  Item received in good condition and fast delivery. Order on Monday and received in Wednesday.  ,0,0
11324577178,saaamash,255219680,1692492680,5,Performance:should work well Quality:very good for the price Suitability:value for money and is quite sturdy,0,0
11324577178,h*****x,665453566,1697215674,5,Quality:good Suitability:not sure Performance:good  Received in 2 day times Hope it can sustain long time,0,0
11324577178,goldenbrown88,161650088,1697276651,5,Suitability:good Quality:good Performance:good  Compact and priced well  only downside is chinese instruction  however  easy to figure out just by tinkling with it.,0,0
11324577178,a*****7,31145608,1699079168,5,Quality is good at a great price! Fast delivery too! Thank you so much! ,0,0
11324577178,s1661646z,177526557,1701341947,5,Received and collected today. This is my second buy. Product is good and reliable. Three thumbs up.,0,0
11324577178,i*****a,48792045,1663853629,5,Performance:worked well Quality:good Suitability:ok  Arrived in days only  super fast. Easy to change the passcode. Can't wait to use them on our bicycle ,0,0
11324577178,kelvinnggm,439835632,1641355028,5,Received as ordered. Fast delivery from order. Satisfied with product.,0,0
11324577178,h*****h,75875299,1671720471,5,Item received! Consider fast delivery  not yet try but quality look good  recommended. Thanks seller,0,0
11324577178,b*****n,2552537,1694614556,5,Performance:ok Quality:ok Suitability:ok  Bicycle lock received  quality is ok and price is cheap. Hope can last long.,0,0
11324577178,myotunthein,304430338,1697611960,5,Performance:Not bad Suitability:Good Quality:Not bad  Items received in good condition,0,0
11324577178,giaphuc1984,1073909224,1703565852,5,Performance:good Quality:good Suitability:good  Very cheap and look nice. Good quality!,0,0
11324577178,darwinjulius106,570833977,1700183388,5,Suitability:good Quality:looks sturdy Performance:the end with the shaft is quite big and might be challenging to pass through wheel's wires,0,0
11324577178,a*****s,199526459,1701081275,5,Suitability:good Quality:very good Performance:very good  Easy to use. Very sturdy.,0,0
11324577178,gem70tblin,287336946,1696946357,5,Very fast to receive the locks. Easy to set and use. Nice with 5 combinations of numbers,0,0
11324577178,y*****m,542657672,1704806694,5,Suitability:Good Quality:Good Performance:Good  The locks seem to be ok. Thank you seller for the quick delivery.,0,0
11324577178,j*****h,153979852,1698841055,5,Got it very fast  within 3 working days at the pick locker. Free delivery and quality looks good too. Thanks seller.,0,0
11324577178,m*****6,1000656791,1685160392,5,Quality:ok Performance:Tbc Suitability:ok  Product per advertized. Very fast delivered too. Cable quite thin  have reservation if its cut resistant though.,0,0
11324577178,alwyny,43607000,1701393908,5,Performance:Good Suitability:Good Quality:Good  Good and fast delivery  quality feels good  hope can last  item came well packed  will buy again if needed...,0,0
11324577178,j*****7,99649579,1700918672,5,Lock can set the 5 digit pin that you want. Ordered on friday and delivered on saturday  thank you!,0,0
11324577178,killerloop77,70805640,1695893845,5,Well received with thanks fast delivery recommended to purchase from seller.,0,0
11324577178,r*****e,288342567,1701932248,5,Quality:good Suitability:for bicycle Performance:good  Received in good condition. This 5 digital lock is easy to access and easy to change numbers for the lock.,0,0
11324577178,r8x0l6kv9u,252831608,1637475293,5,The two bicycle locks were packed safely in a box. Very happy with the delivery,0,0
11324577178,felicialowmf,40261210,1694661854,1,Suitability:Good Performance:Ok Quality:Good  Item is good. 1 star is for the seller. Tried to refund item to change address before item was shipped but seller go ahead and ship item 1 day after i raised my refund. And then message for rejected refund came a day after shipping. Previously also placed order with this seller but item not shipped even until date due to receive item. When raise cancellation  seller didn't even accept and waited for 2 days for auto cancellation,0,0
11324577178,msr77,121637875,1685175556,5,Bought on 25th May and received on 27th May 23. Nice buy and fast delivery. Works well. Thank you.,0,0
11324577178,f*****n,67198326,1703318430,5,Very fast delivery with good packaging. Looks steady and good quality,0,0
11324577178,chris_xie,120028828,1693539973,5,Self collect at downstair locker. Didn't check properly .This one got no brand. No instruction of how to set the number. No brand but work well.,0,0
11324577178,twenty6one2,382356907,1695221000,5,Received in good condition. Ordered 2pcs. Happy with my purchase. Thank you SELLER.,0,0
11324577178,2b_xt1reln,999640231,1699190381,5,Received item by the 3rd day. It is in working condition. Give 5 stars for the good customer experience.,0,0
11324577178,s*****y,766017,1696666009,3,Suitability:sturdy build. abit heavy but easy to use. good value for its price. lock frame quite small.,0,0
